-5	4.0533888679
0	3.8361266294
5	3.5943210571
10	3.3333333333
15	3.0590062112
20	2.7787649933
25	2.5
30	2.2291493489
35	1.9720826016
40	1.7328802927
45	1.5142219743
50	1.3173013184
55	1.1434631701
60	0.9903769046
65	0.8568114021
70	0.7406934151
75	0.6404220071
80	0.5539747466
85	0.4796130549
90	0.4162082875
95	0.3613507747
100	0.3144913412
105	0.2742360803
110	0.2396820108
115	0.2100397567
120	0.1845288543
125	0.1624918972

